,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1749997,6/30/2017 11:17,6/30/2017 11:29,767.156,37th & O St NW / Georgetown University,17th & Corcoran St NW,Customer
1751225,6/30/2017 12:44,6/30/2017 12:58,860.666,14th & Irving St NW,16th & R St NW,Customer
1749469,6/30/2017 10:39,6/30/2017 11:02,1333.371,Wisconsin Ave & Newark St NW,18th St & Pennsylvania Ave NW,Subscriber
1750646,6/30/2017 11:59,6/30/2017 12:04,284.459,18th St & Pennsylvania Ave NW,13th St & New York Ave NW,Subscriber
1749771,6/30/2017 10:59,6/30/2017 11:09,599.166,Union Market/6th St & Neal Pl NE,2nd & G St NE,Customer
1750946,6/30/2017 12:19,6/30/2017 12:33,818.578,Massachusetts Ave & Dupont Circle NW,15th & P St NW,Subscriber
1749328,6/30/2017 10:30,6/30/2017 10:36,379.338,Smithsonian-National Mall / Jefferson Dr & 12th St SW,4th St & Madison Dr NW,Customer
1751297,6/30/2017 12:48,6/30/2017 12:55,439.075,14th & D St NW / Ronald Reagan Building,L'Enfant Plaza / 7th & C St SW,Subscriber
1751051,6/30/2017 12:28,6/30/2017 12:34,363.75,Massachusetts Ave & Dupont Circle NW,25th St & Pennsylvania Ave NW,Subscriber
1750192,6/30/2017 11:30,6/30/2017 11:33,216.292,M St & Delaware Ave NE,3rd & H St NE,Subscriber
1750788,6/30/2017 12:09,6/30/2017 12:35,1590.088,Eisenhower Ave & Mill Race Ln,Eisenhower Ave & Mill Race Ln,Subscriber
1750967,6/30/2017 12:21,6/30/2017 12:49,1691.341,Union Market/6th St & Neal Pl NE,4th & D St NW / Judiciary Square,Customer
1749659,6/30/2017 10:52,6/30/2017 11:02,562.837,4th & W St NE,1st & M St NE,Subscriber
1749714,6/30/2017 10:56,6/30/2017 11:11,902.52,Mount Vernon Ave & Four Mile Run Park,Radford & Osage St,Subscriber
1749061,6/30/2017 10:12,6/30/2017 10:15,172.133,15th & M St NW,17th & K St NW / Farragut Square,Customer
1751154,6/30/2017 12:37,6/30/2017 12:41,261.682,6th & H St NE,Columbus Circle / Union Station,Subscriber
1750199,6/30/2017 11:30,6/30/2017 11:43,772.596,1st & M St NE,16th & K St NW,Subscriber
1749457,6/30/2017 10:39,6/30/2017 11:07,1722.658,Henry Bacon Dr & Lincoln Memorial Circle NW,15th St & Constitution Ave NW,Customer
1750709,6/30/2017 12:03,6/30/2017 12:09,350.603,13th & D St NE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
1750871,6/30/2017 12:14,6/30/2017 12:26,760.886,Washington & Independence Ave SW/HHS,19th & East Capitol St SE,Subscriber
1749873,6/30/2017 11:08,6/30/2017 11:32,1440.682,Jefferson Dr & 14th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1750604,6/30/2017 11:57,6/30/2017 12:27,1781.289,Clarendon Blvd & Pierce St,Washington & Independence Ave SW/HHS,Customer
1749113,6/30/2017 10:16,6/30/2017 11:15,3515.164,12th & L St NW,Lincoln Memorial,Customer
1749665,6/30/2017 10:52,6/30/2017 11:14,1279.689,19th St & Pennsylvania Ave NW,4th & C St SW,Customer
1750763,6/30/2017 12:07,6/30/2017 12:14,410.55,Thomas Circle,19th & K St NW,Subscriber
1748762,6/30/2017 9:53,6/30/2017 10:14,1245.515,Georgetown Harbor / 30th St NW,17th & G St NW,Customer
1750900,6/30/2017 12:16,6/30/2017 12:19,182.665,Kennedy Center,New Hampshire Ave & 24th St NW,Subscriber
1749078,6/30/2017 10:13,6/30/2017 10:34,1232.01,Lincoln Park / 13th & East Capitol St NE ,Lincoln Park / 13th & East Capitol St NE ,Subscriber
1749197,6/30/2017 10:22,6/30/2017 10:51,1745.535,Georgetown Harbor / 30th St NW,10th St & Constitution Ave NW,Customer
1748897,6/30/2017 10:02,6/30/2017 10:32,1836.709,14th & L St NW,14th & Rhode Island Ave NW,Subscriber
1748818,6/30/2017 9:57,6/30/2017 10:11,813.19,3rd & H St NE,8th & Eye St SE / Barracks Row,Subscriber
1749529,6/30/2017 10:43,6/30/2017 10:57,841.757,Jefferson Memorial,Jefferson Dr & 14th St SW,Subscriber
1750971,6/30/2017 12:21,6/30/2017 12:40,1154.057,Georgetown Harbor / 30th St NW,10th & U St NW,Customer
1749126,6/30/2017 10:17,6/30/2017 11:43,5144.971,14th & G St NW,18th & C St NW,Customer
1748657,6/30/2017 9:47,6/30/2017 10:22,2084.072,4th St & Madison Dr NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1751258,6/30/2017 12:45,6/30/2017 1:40,3300.665,Washington-Lee High School / N Stafford St & Generals Way,S Four Mile Run Dr & S Shirlington Rd,Customer
1748634,6/30/2017 9:46,6/30/2017 9:53,459.053,Connecticut Ave & R St NW,11th & O St NW,Subscriber
1750035,6/30/2017 11:18,6/30/2017 11:23,252.41,15th & Euclid St  NW,14th & Irving St NW,Subscriber
1751316,6/30/2017 12:49,6/30/2017 12:56,384.058,Thomas Circle,Convention Center / 7th & M St NW,Subscriber
1749358,6/30/2017 10:32,6/30/2017 10:52,1257.445,Rhode Island Ave & V St NE,17th & G St NW,Subscriber
1749289,6/30/2017 10:27,6/30/2017 10:30,212.396,New Hampshire Ave & 24th St NW,Georgetown Harbor / 30th St NW,Customer
1750250,6/30/2017 11:34,6/30/2017 11:42,484.616,11th & F St NW,5th St & Massachusetts Ave NW,Subscriber
1749545,6/30/2017 10:44,6/30/2017 11:04,1188.931,M St & Pennsylvania Ave NW,M St & Pennsylvania Ave NW,Customer
1749108,6/30/2017 10:16,6/30/2017 10:40,1479.591,Jefferson Memorial,Iwo Jima Memorial/N Meade & 14th St N,Customer
1748671,6/30/2017 9:48,6/30/2017 10:01,800.982,New York Ave & 15th St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1749250,6/30/2017 10:25,6/30/2017 10:44,1146.146,14th & R St NW,M St & Delaware Ave NE,Subscriber
1750267,6/30/2017 11:35,6/30/2017 11:47,689.726,1st & M St NE,Maryland Ave & E St NE,Subscriber
1749017,6/30/2017 10:09,6/30/2017 10:14,314.362,Wisconsin Ave & Newark St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,Subscriber
1751058,6/30/2017 12:28,6/30/2017 12:34,325.08,22nd & P ST NW,25th St & Pennsylvania Ave NW,Subscriber
1750706,6/30/2017 12:03,6/30/2017 12:42,2374.491,2nd & G St NE,17th St & Independence Ave SW,Customer
1751150,6/30/2017 12:37,6/30/2017 1:02,1543.792,Henry Bacon Dr & Lincoln Memorial Circle NW,34th & Water St NW,Customer
1750568,6/30/2017 11:56,6/30/2017 12:02,361.359,Takoma Metro,Carroll & Ethan Allen Ave,Customer
1750887,6/30/2017 12:15,6/30/2017 12:28,763.542,1st & M St NE,M St & Delaware Ave NE,Customer
1749534,6/30/2017 10:43,6/30/2017 11:45,3751.624,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Metro Center / 12th & G St NW,Customer
1750831,6/30/2017 12:12,6/30/2017 12:28,967.277,7th & R St NW / Shaw Library,18th St & Wyoming Ave NW,Customer
1749620,6/30/2017 10:49,6/30/2017 11:10,1211.373,Van Ness Metro / UDC,15th & P St NW,Subscriber
1750525,6/30/2017 11:53,6/30/2017 12:08,927.73,Constitution Ave & 2nd St NW/DOL,10th St & Constitution Ave NW,Customer
1750572,6/30/2017 11:56,6/30/2017 12:39,2586.987,4th & D St NW / Judiciary Square,M St & Pennsylvania Ave NW,Customer
1750178,6/30/2017 11:29,6/30/2017 11:38,575.958,13th & H St NE,4th & East Capitol St NE,Subscriber
1750880,6/30/2017 12:14,6/30/2017 12:31,1013.451,9th & Upshur St NW,California St & Florida Ave NW,Subscriber
1751108,6/30/2017 12:33,6/30/2017 12:39,401.378,4th & M St SW,3rd & Tingey St SE,Subscriber
1749767,6/30/2017 10:59,6/30/2017 11:04,276.859,Wilson Blvd & N Uhle St,Clarendon Blvd & Pierce St,Subscriber
1750942,6/30/2017 12:19,6/30/2017 12:22,147.524,17th & K St NW,Rhode Island & Connecticut Ave NW,Subscriber
1750712,6/30/2017 12:03,6/30/2017 12:13,616.104,Adams Mill & Columbia Rd NW,17th & K St NW,Subscriber
1749292,6/30/2017 10:27,6/30/2017 10:38,652.553,Franklin & S Washington St,Saint Asaph St & Pendleton  St,Customer
1749543,6/30/2017 10:44,6/30/2017 11:27,2564.416,23rd & E St NW ,14th St & New York Ave NW,Customer
1749866,6/30/2017 11:07,6/30/2017 11:26,1143.092,17th & G St NW,14th & D St NW / Ronald Reagan Building,Customer
1750662,6/30/2017 12:00,6/30/2017 12:04,245.509,15th & Euclid St  NW,14th & V St NW,Subscriber
1750613,6/30/2017 11:58,7/1/2017 12:23,1547.123,11th & O St NW,11th & O St NW,Customer
1749967,6/30/2017 11:14,6/30/2017 11:20,375.735,Prince St & Union St,Franklin & S Washington St,Subscriber
1749417,6/30/2017 10:36,6/30/2017 11:00,1421.871,M St & New Jersey Ave SE,3rd & H St NE,Subscriber
1750248,6/30/2017 11:34,7/1/2017 12:06,1942.044,11th & M St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1751400,6/30/2017 12:55,6/30/2017 1:05,564.559,18th & R St NW,11th & S St NW,Subscriber
1750877,6/30/2017 12:14,6/30/2017 12:39,1461.545,Rhode Island & Connecticut Ave NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1749452,6/30/2017 10:39,6/30/2017 10:45,366.303,1st & H St NW,8th & H St NW,Subscriber
1750564,6/30/2017 11:55,6/30/2017 12:16,1240.217,17th & K St NW / Farragut Square,1st & M St NE,Subscriber
1751190,6/30/2017 12:40,6/30/2017 1:12,1910.185,USDA / 12th & Independence Ave SW,Columbia Pike & S Orme St,Subscriber
1750210,6/30/2017 11:31,6/30/2017 11:45,812.668,Harvard St & Adams Mill Rd NW,17th & K St NW / Farragut Square,Customer
1750124,6/30/2017 11:26,6/30/2017 11:50,1483.61,31st & Water St NW,15th & W St NW,Subscriber
1750454,6/30/2017 11:48,6/30/2017 11:53,277.035,17th & K St NW,Thomas Circle,Subscriber
1749467,6/30/2017 10:39,6/30/2017 10:57,1052.54,15th & M St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1749335,6/30/2017 10:30,6/30/2017 10:43,792.673,Anacostia Metro,4th & M St SW,Subscriber
1749747,6/30/2017 10:58,6/30/2017 11:15,1030.5,20th & Crystal Dr,Potomac Ave & Main Line Blvd,Customer
1749326,6/30/2017 10:29,6/30/2017 10:50,1259.869,Convention Center / 7th & M St NW,1st & K St SE,Subscriber
1749724,6/30/2017 10:57,6/30/2017 11:02,323.716,10th & U St NW,15th & P St NW,Subscriber
1749554,6/30/2017 10:45,6/30/2017 10:48,231.845,14th & Harvard St NW,14th & V St NW,Subscriber
1750736,6/30/2017 12:05,6/30/2017 12:07,91.012,Potomac Ave & 8th St SE,8th & Eye St SE / Barracks Row,Subscriber
1750618,6/30/2017 11:58,6/30/2017 12:24,1555.862,Jefferson Dr & 14th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1751363,6/30/2017 12:52,6/30/2017 12:58,351.665,1st & M St NE,Union Market/6th St & Neal Pl NE,Subscriber
1749612,6/30/2017 10:48,6/30/2017 11:22,2019.662,L'Enfant Plaza / 7th & C St SW,Constitution Ave & 2nd St NW/DOL,Customer
1749871,6/30/2017 11:08,6/30/2017 1:47,9586.09,Connecticut Ave & Yuma St NW,Potomac & M St NW,Customer
1749635,6/30/2017 10:50,6/30/2017 12:13,4987.349,14th & L St NW,Lincoln Memorial,Customer
1751442,6/30/2017 12:59,6/30/2017 2:06,4026.996,Independence Ave & L'Enfant Plaza SW/DOE,Independence Ave & L'Enfant Plaza SW/DOE,Customer
1749254,6/30/2017 10:25,6/30/2017 10:32,446.532,Van Ness Metro / UDC,Connecticut & Nebraska Ave NW,Subscriber
1751296,6/30/2017 12:48,6/30/2017 1:00,753.203,17th St & Independence Ave SW,Independence Ave & L'Enfant Plaza SW/DOE,Customer
1749753,6/30/2017 10:58,6/30/2017 11:05,394.054,New Jersey Ave & R St NW,10th & U St NW,Subscriber
1749641,6/30/2017 10:51,6/30/2017 2:48,14244.366,Metro Center / 12th & G St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1750053,6/30/2017 11:20,6/30/2017 11:31,702.986,14th & Rhode Island Ave NW,Metro Center / 12th & G St NW,Customer
1749845,6/30/2017 11:06,6/30/2017 11:23,1001.222,14th & V St NW,16th & K St NW,Subscriber
1751069,6/30/2017 12:29,6/30/2017 12:45,935.02,17th St & Massachusetts Ave NW,Potomac & M St NW,Subscriber
1750940,6/30/2017 12:19,6/30/2017 12:22,210.167,Thomas Circle,16th & R St NW,Subscriber
1749158,6/30/2017 10:19,6/30/2017 10:39,1229.778,19th St & Constitution Ave NW,17th St & Massachusetts Ave NW,Customer
1749969,6/30/2017 11:14,6/30/2017 11:22,439.287,New Hampshire Ave & T St NW,7th & T St NW,Subscriber
1749675,6/30/2017 10:53,6/30/2017 11:23,1751.59,Constitution Ave & 2nd St NW/DOL,15th & K St NW,Customer
1748731,6/30/2017 9:51,6/30/2017 9:58,436.762,8th & East Capitol St NE,19th & East Capitol St SE,Subscriber
1748722,6/30/2017 9:50,6/30/2017 10:18,1631.621,15th St & Constitution Ave NW,New York Ave & 15th St NW,Customer
1750085,6/30/2017 11:22,6/30/2017 11:41,1117.636,Massachusetts Ave & Dupont Circle NW,36th & Calvert St NW / Glover Park,Subscriber
1748781,6/30/2017 9:55,6/30/2017 10:51,3370.316,Jefferson Memorial,Jefferson Memorial,Customer
1749799,6/30/2017 11:02,6/30/2017 11:15,771.946,24th & N St NW,34th & Water St NW,Customer
1749350,6/30/2017 10:31,6/30/2017 11:56,5117.199,Lincoln Memorial,New York Ave & 15th St NW,Customer
1750656,6/30/2017 12:00,6/30/2017 12:18,1095.053,1st & H St NW,14th & D St SE,Subscriber
1750215,6/30/2017 11:32,6/30/2017 11:49,1074.736,10th & E St NW,10th & E St NW,Subscriber
1749152,6/30/2017 10:19,6/30/2017 10:28,582.784,1st & M St NE,8th & O St NW,Subscriber
1750104,6/30/2017 11:24,6/30/2017 11:40,946.301,1st & K St SE,1st & N St  SE,Customer
1751350,6/30/2017 12:52,6/30/2017 12:59,461.506,10th & U St NW,11th & M St NW,Customer
1749975,6/30/2017 11:15,6/30/2017 11:21,371.01,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Jefferson Dr & 14th St SW,Customer
1750500,6/30/2017 11:51,6/30/2017 11:57,304.525,13th & H St NE,Maryland Ave & E St NE,Subscriber
1748695,6/30/2017 9:49,6/30/2017 10:28,2360.383,21st St & Constitution Ave NW,8th & D St NW,Customer
1750726,6/30/2017 12:05,6/30/2017 12:21,986.019,Thomas Circle,M St & Pennsylvania Ave NW,Customer
1748751,6/30/2017 9:53,6/30/2017 9:59,335.628,Wisconsin Ave & O St NW,25th St & Pennsylvania Ave NW,Subscriber
1751409,6/30/2017 12:56,6/30/2017 1:03,406.675,7th & T St NW,14th & Belmont St NW,Subscriber
1751285,6/30/2017 12:47,6/30/2017 12:59,747.025,Union Market/6th St & Neal Pl NE,11th & H St NE,Customer
1749636,6/30/2017 10:50,6/30/2017 11:00,602.85,14th & V St NW,15th & L St NW,Subscriber
1751007,6/30/2017 12:24,6/30/2017 12:31,407.098,9th & Upshur St NW,11th & Kenyon St NW,Subscriber
1751277,6/30/2017 12:46,6/30/2017 12:50,227.001,3rd & H St NE,11th & H St NE,Subscriber
1750634,6/30/2017 11:58,7/1/2017 12:17,1126.714,18th & M St NW,6th & K St NE,Subscriber
1750497,6/30/2017 11:51,6/30/2017 12:08,1005.861,Constitution Ave & 2nd St NW/DOL,10th St & Constitution Ave NW,Customer
1750138,6/30/2017 11:27,6/30/2017 11:56,1759.34,Virginia Ave & 25th St NW,Georgia & New Hampshire Ave NW,Customer
1749041,6/30/2017 10:11,6/30/2017 10:43,1918.455,Henry Bacon Dr & Lincoln Memorial Circle NW,14th & D St SE,Subscriber
1751018,6/30/2017 12:25,6/30/2017 12:33,475.926,Eastern Market Metro / Pennsylvania Ave & 7th St SE,2nd St & Massachusetts Ave NE,Subscriber
1749379,6/30/2017 10:33,6/30/2017 10:53,1189.299,18th St & Wyoming Ave NW,10th & E St NW,Subscriber
1751280,6/30/2017 12:47,6/30/2017 12:49,117.869,14th & Belmont St NW,14th & V St NW,Subscriber
1748687,6/30/2017 9:49,6/30/2017 9:59,599.934,Massachusetts Ave & Dupont Circle NW,15th & W St NW,Subscriber
1748641,6/30/2017 9:46,6/30/2017 9:53,428.896,15th & M St NW,10th & G St NW,Subscriber
1748712,6/30/2017 9:50,6/30/2017 9:57,455.591,Eads & 22nd St S,Pentagon City Metro / 12th & S Hayes St,Subscriber
1750836,6/30/2017 12:12,6/30/2017 12:15,185.406,3rd St & Pennsylvania Ave SE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
1750808,6/30/2017 12:10,6/30/2017 12:17,414.694,19th & K St NW,13th St & New York Ave NW,Subscriber
1748979,6/30/2017 10:07,6/30/2017 10:28,1262.542,4th & C St SW,Columbus Circle / Union Station,Subscriber
1748723,6/30/2017 9:50,6/30/2017 10:51,3638.939,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Maine Ave & 7th St SW,Customer
1751110,6/30/2017 12:33,6/30/2017 12:48,893.882,USDA / 12th & Independence Ave SW,Jefferson Memorial,Subscriber
1749582,6/30/2017 10:46,6/30/2017 11:01,850.204,Lee Hwy & N Scott St,37th & O St NW / Georgetown University,Subscriber
1751043,6/30/2017 12:27,6/30/2017 12:33,341.065,10th St & L'Enfant Plaza SW,4th & M St SW,Subscriber
1750756,6/30/2017 12:06,6/30/2017 12:21,890.271,Thomas Circle,M St & Pennsylvania Ave NW,Customer
1750134,6/30/2017 11:27,6/30/2017 11:34,425.329,Adams Mill & Columbia Rd NW,11th & Kenyon St NW,Subscriber
1749086,6/30/2017 10:14,6/30/2017 11:15,3649.493,12th & L St NW,Lincoln Memorial,Customer
1750602,6/30/2017 11:57,6/30/2017 12:12,878.173,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1748792,6/30/2017 9:55,6/30/2017 10:13,1081.992,36th & Calvert St NW / Glover Park,Connecticut & Nebraska Ave NW,Subscriber
1749449,6/30/2017 10:38,6/30/2017 10:49,616.461,14th & Irving St NW,20th & O St NW / Dupont South,Subscriber
1750103,6/30/2017 11:24,6/30/2017 11:26,133.768,Battery Ln & Trolley Trail,Cordell & Norfolk Ave,Subscriber
1749430,6/30/2017 10:37,6/30/2017 10:53,986.136,Braddock Rd Metro,Mount Vernon Ave & Kennedy St,Customer
1749213,6/30/2017 10:23,6/30/2017 10:46,1421.297,4th & C St SW,4th & C St SW,Customer
1750861,6/30/2017 12:13,6/30/2017 1:10,3383.168,New York Ave & 15th St NW,Jefferson Memorial,Customer
1750468,6/30/2017 11:49,6/30/2017 12:00,671.362,C & O Canal & Wisconsin Ave NW,22nd & I St NW / Foggy Bottom,Customer
1748688,6/30/2017 9:49,6/30/2017 10:02,771.79,12th & U St NW,10th & G St NW,Subscriber
1751102,6/30/2017 12:32,6/30/2017 12:40,488.074,Metro Center / 12th & G St NW,18th & R St NW,Subscriber
1751205,6/30/2017 12:42,6/30/2017 12:45,208.755,11th & O St NW,15th & P St NW,Subscriber
1748853,6/30/2017 9:59,6/30/2017 10:29,1774.84,19th St & Constitution Ave NW,17th St & Massachusetts Ave NW,Customer
1749336,6/30/2017 10:30,6/30/2017 10:52,1312.617,14th & L St NW,15th St & Constitution Ave NW,Customer
1749067,6/30/2017 10:13,6/30/2017 10:57,2628.263,21st & M St NW,Iwo Jima Memorial/N Meade & 14th St N,Customer
1749236,6/30/2017 10:24,6/30/2017 10:32,531.847,12th & Newton St NE,2nd St & Seaton Pl NE,Subscriber
1751181,6/30/2017 12:39,6/30/2017 12:48,525.203,21st St & Constitution Ave NW,17th & G St NW,Subscriber
1748719,6/30/2017 9:50,6/30/2017 10:06,924.994,3rd St & Pennsylvania Ave SE,1st & O St NW,Subscriber
1748828,6/30/2017 9:58,6/30/2017 10:14,994.565,Columbia Rd & Georgia Ave NW,8th & H St NW,Subscriber
1750926,6/30/2017 12:18,6/30/2017 12:43,1537.331,North Capitol St & F St NW,3rd St & Pennsylvania Ave SE,Customer
1751161,6/30/2017 12:38,6/30/2017 12:44,393.478,Lincoln Park / 13th & East Capitol St NE ,3rd St & Pennsylvania Ave SE,Subscriber
1749526,6/30/2017 10:42,6/30/2017 10:57,880.41,California St & Florida Ave NW,Florida Ave & R St NW,Subscriber
1749918,6/30/2017 11:10,6/30/2017 11:51,2460.916,4th & C St SW,Lincoln Memorial,Customer
1751290,6/30/2017 12:47,6/30/2017 1:25,2285.645,Montgomery Ave & Waverly St ,Montgomery Ave & Waverly St ,Subscriber
1749373,6/30/2017 10:33,6/30/2017 10:50,1023.979,Adams Mill & Columbia Rd NW,31st & Water St NW,Subscriber
1750009,6/30/2017 11:17,6/30/2017 11:23,354.869,16th & R St NW,7th & T St NW,Subscriber
1751016,6/30/2017 12:25,6/30/2017 12:35,566.941,M St & Pennsylvania Ave NW,Wisconsin Ave & O St NW,Customer
1751386,6/30/2017 12:55,6/30/2017 1:07,728.555,Columbus Circle / Union Station,L'Enfant Plaza / 7th & C St SW,Subscriber
1748923,6/30/2017 10:04,6/30/2017 10:08,279.458,Lincoln Memorial,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1749563,6/30/2017 10:45,6/30/2017 10:58,805.963,Henry Bacon Dr & Lincoln Memorial Circle NW,Jefferson Dr & 14th St SW,Subscriber
1748875,6/30/2017 10:00,6/30/2017 10:08,439.184,17th & K St NW,11th & M St NW,Subscriber
1749800,6/30/2017 11:02,6/30/2017 11:09,397.77,Park Rd & Holmead Pl NW,Lamont & Mt Pleasant NW,Subscriber
1750260,6/30/2017 11:34,6/30/2017 11:49,843.36,Mount Vernon Ave & Four Mile Run Park,31st & Woodrow St S,Subscriber
1750974,6/30/2017 12:21,6/30/2017 12:35,844.946,Metro Center / 12th & G St NW,17th St & Massachusetts Ave NW,Subscriber
1748950,6/30/2017 10:05,6/30/2017 10:11,321.597,20th St & Virginia Ave NW,22nd & I St NW / Foggy Bottom,Subscriber
1751416,6/30/2017 12:57,6/30/2017 1:05,489.082,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,River Rd & Landy Ln,Subscriber
1751010,6/30/2017 12:25,6/30/2017 12:43,1092.037,D St & Maryland Ave NE,4th & M St SW,Subscriber
1749040,6/30/2017 10:11,6/30/2017 10:33,1327.658,D St & Maryland Ave NE,10th & G St NW,Subscriber
1750190,6/30/2017 11:29,6/30/2017 11:36,431.997,Eastern Market / 7th & North Carolina Ave SE,2nd St & Massachusetts Ave NE,Subscriber
1750799,6/30/2017 12:10,6/30/2017 12:16,388.588,15th St & Constitution Ave NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
1748970,6/30/2017 10:07,6/30/2017 10:18,691.494,New Jersey Ave & R St NW,14th & V St NW,Subscriber
1750458,6/30/2017 11:49,7/1/2017 12:04,950.55,15th & L St NW,Georgia & New Hampshire Ave NW,Subscriber
1749521,6/30/2017 10:42,6/30/2017 10:51,544.96,Lee Hwy & N Scott St,C & O Canal & Wisconsin Ave NW,Subscriber
1751276,6/30/2017 12:46,6/30/2017 1:00,817.376,Montgomery College/W Campus Dr & Mannakee St,Rockville Metro East,Customer
1748996,6/30/2017 10:08,6/30/2017 10:18,580.733,19th & K St NW,13th St & New York Ave NW,Subscriber
1750704,6/30/2017 12:02,6/30/2017 12:23,1212.169,8th & Eye St SE / Barracks Row,Eckington Pl & Q St NE,Subscriber
1750408,6/30/2017 11:45,6/30/2017 11:52,435.728,10th & K St NW,New York Ave & 15th St NW,Subscriber
1750277,6/30/2017 11:36,6/30/2017 11:53,1009.521,21st & M St NW,18th St & Wyoming Ave NW,Customer
1749757,6/30/2017 10:59,6/30/2017 11:20,1314.1,1st & N St  SE,D St & Maryland Ave NE,Customer
1749109,6/30/2017 10:16,6/30/2017 10:52,2195.853,Jefferson Dr & 14th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1748686,6/30/2017 9:49,6/30/2017 10:22,1985.521,20th & E St NW,Jefferson Dr & 14th St SW,Customer
1748791,6/30/2017 9:55,6/30/2017 10:02,421.029,8th & H St NW,11th & O St NW,Customer
1750856,6/30/2017 12:13,6/30/2017 12:37,1464.056,15th & P St NW,15th & L St NW,Customer
1751341,6/30/2017 12:51,6/30/2017 12:59,448.769,5th St & Massachusetts Ave NW,8th & O St NW,Subscriber
1748880,6/30/2017 10:01,6/30/2017 10:03,150.871,Columbia Rd & Belmont St NW,California St & Florida Ave NW,Subscriber
1749337,6/30/2017 10:30,6/30/2017 10:47,1003.139,Henry Bacon Dr & Lincoln Memorial Circle NW,15th St & Constitution Ave NW,Customer
1750054,6/30/2017 11:20,6/30/2017 11:29,566.807,16th & K St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1751064,6/30/2017 12:29,6/30/2017 12:32,193.296,Metro Center / 12th & G St NW,8th & F St NW,Subscriber
1749240,6/30/2017 10:24,6/30/2017 10:36,700.389,Columbus Circle / Union Station,15th & East Capitol St NE,Subscriber
1750758,6/30/2017 12:07,6/30/2017 12:14,423.957,14th St & New York Ave NW,5th & F St NW,Subscriber
1751193,6/30/2017 12:41,6/30/2017 12:56,923.16,17th & Corcoran St NW,4th & E St SW,Subscriber
1750069,6/30/2017 11:21,6/30/2017 11:34,804.161,North Capitol St & F St NW,4th St & Madison Dr NW,Customer
1751050,6/30/2017 12:28,6/30/2017 12:49,1273.036,17th St & Independence Ave SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1748915,6/30/2017 10:03,6/30/2017 10:08,283.888,14th & Irving St NW,14th & V St NW,Subscriber
1750379,6/30/2017 11:44,6/30/2017 12:02,1075.225,14th St & Spring Rd NW,Connecticut Ave & R St NW,Subscriber
1751261,6/30/2017 12:45,6/30/2017 1:09,1405.73,Jefferson Memorial,USDA / 12th & Independence Ave SW,Customer
1750434,6/30/2017 11:47,7/1/2017 12:06,1116.574,11th & O St NW,7th & E St SW,Subscriber
1750270,6/30/2017 11:35,6/30/2017 11:47,688.022,M St & Pennsylvania Ave NW,20th & O St NW / Dupont South,Subscriber
1749937,6/30/2017 11:12,6/30/2017 11:26,838.915,8th & Eye St SE / Barracks Row,Potomac & Pennsylvania Ave SE,Customer
1748936,6/30/2017 10:04,6/30/2017 10:15,643.465,Connecticut Ave & Newark St NW / Cleveland Park,36th & Calvert St NW / Glover Park,Subscriber
1749320,6/30/2017 10:29,6/30/2017 10:34,316.624,New Jersey Ave & N St NW/Dunbar HS,1st & Rhode Island Ave NW,Subscriber
1750388,6/30/2017 11:44,6/30/2017 11:54,562.797,Columbia Rd & Georgia Ave NW,11th & S St NW,Subscriber
1749888,6/30/2017 11:09,6/30/2017 11:47,2263.977,18th & R St NW,20th & O St NW / Dupont South,Subscriber
1751265,6/30/2017 12:46,6/30/2017 12:55,556.696,Florida Ave & R St NW,1st & Washington Hospital Center NW,Subscriber
1751284,6/30/2017 12:47,6/30/2017 1:15,1719.759,Ballston Metro / N Stuart & 9th St N,Lynn & 19th St North,Customer
1751027,6/30/2017 12:26,6/30/2017 12:55,1749.164,11th & Kenyon St NW,4th & E St SW,Subscriber
1748798,6/30/2017 9:56,6/30/2017 10:03,462.948,New Jersey Ave & L St NW,5th & F St NW,Customer
1749596,6/30/2017 10:48,6/30/2017 11:16,1681.984,Henry Bacon Dr & Lincoln Memorial Circle NW,17th & G St NW,Customer
