,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1549663,6/30/2017 19:59,6/30/2017 20:13,875,Broadway & Argyle St,Campbell Ave & Montrose Ave,Subscriber,Male,1986
1550443,6/30/2017 21:15,6/30/2017 21:26,637,Field Museum,Michigan Ave & 8th St,Customer,,
1549004,6/30/2017 19:07,6/30/2017 19:13,381,Clifton Ave & Armitage Ave,Halsted St & Blackhawk St (*),Subscriber,Male,1988
1549995,6/30/2017 20:28,6/30/2017 20:41,812,Lake Shore Dr & Diversey Pkwy,Sheffield Ave & Waveland Ave,Subscriber,Male,1976
1549295,6/30/2017 19:27,6/30/2017 19:41,820,Clark St & Lake St,Clark St & North Ave,Subscriber,Female,1980
1548879,6/30/2017 18:58,6/30/2017 19:09,646,Milwaukee Ave & Cuyler Ave,Keystone Ave & Montrose Ave,Subscriber,Male,1988
1549851,6/30/2017 20:14,6/30/2017 20:19,283,Racine Ave & Congress Pkwy,Halsted St & Polk St,Subscriber,Male,1997
1551262,6/30/2017 23:13,6/30/2017 23:39,1592,Milwaukee Ave & Grand Ave,Ashland Ave & Division St,Customer,,
1548966,6/30/2017 19:04,6/30/2017 19:08,238,Damen Ave & Leland Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1985
1551115,6/30/2017 22:51,6/30/2017 22:54,185,Cottage Grove Ave & 47th St,Greenwood Ave & 47th St,Subscriber,Male,1987
1548906,6/30/2017 19:00,6/30/2017 19:08,453,Damen Ave & Pierce Ave,Damen Ave & Chicago Ave,Subscriber,Female,1983
1550164,6/30/2017 20:45,6/30/2017 20:56,668,Millennium Park,Michigan Ave & 8th St,Customer,,
1551212,6/30/2017 23:04,6/30/2017 23:34,1770,Streeter Dr & Grand Ave,Millennium Park,Customer,,
1548907,6/30/2017 19:00,6/30/2017 19:06,325,Damen Ave & Augusta Blvd,Ashland Ave & Division St,Subscriber,Male,1987
1549286,6/30/2017 19:26,6/30/2017 19:41,862,Campbell Ave & North Ave,Wood St & Division St,Subscriber,Male,1997
1550681,6/30/2017 21:42,6/30/2017 21:55,800,Racine Ave & Randolph St,Clark St & Randolph St,Customer,,
1549293,6/30/2017 19:27,6/30/2017 19:34,429,Canal St & Adams St,Desplaines St & Kinzie St,Subscriber,Male,1990
1549645,6/30/2017 19:57,6/30/2017 20:16,1130,Buckingham Fountain,Shedd Aquarium,Customer,,
1549585,6/30/2017 19:51,6/30/2017 19:58,441,Ashland Ave & Grace St,Southport Ave & Belmont Ave,Subscriber,Male,1988
1551224,6/30/2017 23:06,6/30/2017 23:20,818,Sheffield Ave & Webster Ave,Racine Ave & Belmont Ave,Subscriber,Female,1992
1551163,6/30/2017 22:58,6/30/2017 23:12,883,Desplaines St & Kinzie St,Bissell St & Armitage Ave,Subscriber,Male,1986
1549988,6/30/2017 20:27,6/30/2017 20:39,745,Federal St & Polk St,Canal St & Taylor St,Customer,,
1551387,6/30/2017 23:36,6/30/2017 23:46,590,Wabash Ave & Roosevelt Rd,Halsted St & Polk St,Subscriber,Male,1992
1549506,6/30/2017 19:44,6/30/2017 19:53,506,Elizabeth St & 47th St,Princeton Ave & 47th St,Subscriber,Male,1960
1549227,6/30/2017 19:23,6/30/2017 19:31,515,Lakeview Ave & Fullerton Pkwy,Racine Ave & Fullerton Ave,Subscriber,Male,1993
1551029,6/30/2017 22:35,6/30/2017 22:54,1148,Clark St & Randolph St,Clark St & Elm St,Customer,,
1550476,6/30/2017 21:19,6/30/2017 21:25,322,Fairbanks Ct & Grand Ave,Michigan Ave & Pearson St,Subscriber,Male,1984
1549427,6/30/2017 19:38,6/30/2017 19:45,442,Dearborn St & Erie St,Clark St & North Ave,Subscriber,Male,1987
1550490,6/30/2017 21:21,6/30/2017 21:28,396,Broadway & Granville Ave,Glenwood Ave & Morse Ave,Subscriber,Male,1983
1549949,6/30/2017 20:24,6/30/2017 20:45,1259,Spaulding Ave & Division St,Kedzie Ave & Chicago Ave,Subscriber,Male,1997
1550389,6/30/2017 21:09,6/30/2017 21:17,499,Southport Ave & Wellington Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1993
1549695,6/30/2017 20:02,6/30/2017 20:07,322,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Webster Ave,Subscriber,Male,1992
1551204,6/30/2017 23:04,6/30/2017 23:13,577,Clark St & Grace St,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1986
1549059,6/30/2017 19:10,6/30/2017 19:27,1009,Wells St & Elm St,Damen Ave & Chicago Ave,Subscriber,Male,1986
1550187,6/30/2017 20:48,6/30/2017 21:12,1448,Streeter Dr & Grand Ave,Field Museum,Customer,,
1549021,6/30/2017 19:08,6/30/2017 19:11,187,Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Female,1983
1548925,6/30/2017 19:01,6/30/2017 19:11,599,Leavitt St & Addison St,Oakley Ave & Roscoe St,Customer,,
1551082,6/30/2017 22:46,6/30/2017 23:05,1119,Wilton Ave & Belmont Ave,Sheffield Ave & Wrightwood Ave,Customer,,
1550653,6/30/2017 21:39,6/30/2017 21:43,247,Wood St & Division St,Damen Ave & Augusta Blvd,Subscriber,Male,1987
1549900,6/30/2017 20:19,6/30/2017 20:34,892,Dusable Harbor,Michigan Ave & Jackson Blvd,Customer,,
1550482,6/30/2017 21:20,6/30/2017 21:27,409,Marshfield Ave & Cortland St,Milwaukee Ave & Rockwell St,Subscriber,Male,1980
1550492,6/30/2017 21:21,6/30/2017 21:38,993,Michigan Ave & 8th St,Burnham Harbor,Customer,,
1550328,6/30/2017 21:03,6/30/2017 22:18,4508,Jeffery Blvd & 76th St,Jeffery Blvd & 76th St,Customer,,
1549314,6/30/2017 19:30,6/30/2017 19:33,199,Greenview Ave & Jarvis Ave,Glenwood Ave & Touhy Ave,Subscriber,Female,1989
1549766,6/30/2017 20:08,6/30/2017 20:11,180,Sedgwick St & Schiller St,Sedgwick St & North Ave,Subscriber,Male,1988
1550346,6/30/2017 21:05,6/30/2017 21:16,649,Morgan St & Lake St,Orleans St & Ohio St,Customer,,
1548971,6/30/2017 19:05,6/30/2017 19:11,411,Ashland Ave & Belle Plaine Ave,Sheridan Rd & Irving Park Rd,Subscriber,Female,1990
1548964,6/30/2017 19:04,6/30/2017 19:35,1823,Hermitage Ave & Polk St,Clark St & Schiller St,Subscriber,Male,1987
1551383,6/30/2017 23:35,6/30/2017 23:42,391,Lincoln Ave & Waveland Ave,Southport Ave & Roscoe St,Subscriber,Male,1989
1550716,6/30/2017 21:48,6/30/2017 21:53,297,Racine Ave (May St) & Fulton St,Milwaukee Ave & Grand Ave,Subscriber,Male,1986
1549462,6/30/2017 19:41,6/30/2017 19:46,338,Racine Ave & Randolph St,Green St & Madison St,Subscriber,Female,1964
1551026,6/30/2017 22:35,6/30/2017 22:47,734,Clark St & Lake St,Stetson Ave & South Water St,Customer,,
1550877,6/30/2017 22:13,6/30/2017 23:24,4286,Theater on the Lake,Theater on the Lake,Customer,,
1549907,6/30/2017 20:19,6/30/2017 22:13,6797,Central Park Ave & Elbridge Ave,Central Park Ave & Elbridge Ave,Subscriber,Male,1987
1549361,6/30/2017 19:34,6/30/2017 19:38,291,Clinton St & Washington Blvd,Desplaines St & Jackson Blvd,Subscriber,Male,1986
1549553,6/30/2017 19:47,6/30/2017 20:00,750,Ritchie Ct & Banks St,Halsted St & Willow St,Subscriber,Male,1992
1549693,6/30/2017 20:01,6/30/2017 20:07,365,Sheffield Ave & Fullerton Ave,Sedgwick St & Webster Ave,Subscriber,Male,1990
1551289,6/30/2017 23:18,6/30/2017 23:56,2284,Calumet Ave & 18th St,Cornell Ave & Hyde Park Blvd,Customer,,
1549031,6/30/2017 19:08,6/30/2017 19:28,1196,Michigan Ave & Oak St,Streeter Dr & Grand Ave,Customer,,
1550745,6/30/2017 21:52,6/30/2017 22:15,1373,Wabash Ave & Wacker Pl,McCormick Place,Subscriber,Female,1985
1549858,6/30/2017 20:15,6/30/2017 21:13,3457,Broadway & Granville Ave,Michigan Ave & Oak St,Customer,,
1551397,6/30/2017 23:38,6/30/2017 23:51,786,Western Ave & Monroe St,Western Ave & Monroe St,Subscriber,Male,1975
1549155,6/30/2017 19:17,6/30/2017 19:25,537,Milwaukee Ave & Rockwell St,Richmond St & Diversey Ave,Subscriber,Female,1979
1549797,6/30/2017 20:09,6/30/2017 20:24,875,Damen Ave & Charleston St,Damen Ave & Division St,Subscriber,Female,1991
1549651,6/30/2017 19:58,6/30/2017 20:21,1398,Wabash Ave & Grand Ave,Milwaukee Ave & Grand Ave,Customer,,
1549244,6/30/2017 19:24,6/30/2017 19:33,532,Southport Ave & Roscoe St,Sheridan Rd & Irving Park Rd,Subscriber,Female,1994
1549603,6/30/2017 19:52,6/30/2017 20:02,617,Wells St & Elm St,Desplaines St & Kinzie St,Subscriber,Male,1987
1549778,6/30/2017 20:09,6/30/2017 20:21,732,Stockton Dr & Wrightwood Ave,Broadway & Belmont Ave,Subscriber,Male,1989
1549166,6/30/2017 19:18,6/30/2017 19:29,692,Ashland Ave & Harrison St,Damen Ave & Grand Ave,Subscriber,Female,1980
1550118,6/30/2017 20:38,6/30/2017 20:56,1094,Franklin St & Jackson Blvd,Wells St & Concord Ln,Subscriber,Male,1985
1548920,6/30/2017 19:01,6/30/2017 19:10,515,Clinton St & Lake St,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1991
1549211,6/30/2017 19:21,6/30/2017 19:35,825,Damen Ave & Cortland St,Bissell St & Armitage Ave,Subscriber,Male,1991
1550325,6/30/2017 21:03,6/30/2017 21:11,496,Lake Shore Dr & Ohio St,Dearborn Pkwy & Delaware Pl,Subscriber,Female,1989
1549668,6/30/2017 19:59,6/30/2017 20:21,1315,Wabash Ave & Grand Ave,Milwaukee Ave & Grand Ave,Customer,,
1549980,6/30/2017 20:26,6/30/2017 20:53,1590,Streeter Dr & Grand Ave,Hampden Ct & Diversey Pkwy,Subscriber,Female,1980
1550641,6/30/2017 21:38,6/30/2017 22:02,1416,Canal St & Monroe St (*),State St & Randolph St,Customer,,
1551370,6/30/2017 23:34,6/30/2017 23:49,907,Wilton Ave & Belmont Ave,Clark St & Lincoln Ave,Subscriber,Male,1981
1550151,6/30/2017 20:43,6/30/2017 20:50,457,Racine Ave & 18th St,May St & Taylor St,Customer,,
1549984,6/30/2017 20:27,6/30/2017 20:35,498,Southport Ave & Clark St,Clark St & Winnemac Ave,Subscriber,Female,1992
1550543,6/30/2017 21:27,6/30/2017 21:33,325,State St & Pearson St,Orleans St & Chestnut St (NEXT Apts),Subscriber,Male,1976
1549779,6/30/2017 20:09,6/30/2017 20:26,1017,Paulina Ave & North Ave,Ashland Ave & Wellington Ave,Subscriber,Male,1974
1550798,6/30/2017 22:00,6/30/2017 22:15,875,Racine Ave & Fullerton Ave,Wells St & Concord Ln,Subscriber,Male,1998
1550489,6/30/2017 21:21,6/30/2017 21:34,799,State St & Kinzie St,Wells St & Elm St,Subscriber,Male,1988
1549878,6/30/2017 20:17,6/30/2017 20:37,1230,Broadway & Cornelia Ave,Michigan Ave & Oak St,Subscriber,Male,1987
1548880,6/30/2017 18:58,6/30/2017 19:13,883,Theater on the Lake,Dearborn Pkwy & Delaware Pl,Subscriber,Female,1990
1550419,6/30/2017 21:12,6/30/2017 21:16,213,Halsted St & Roosevelt Rd,May St & Taylor St,Subscriber,Male,1994
1550069,6/30/2017 20:35,6/30/2017 21:03,1714,Green St & Randolph St,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1963
1550005,6/30/2017 20:29,6/30/2017 20:53,1437,Wilton Ave & Belmont Ave,Damen Ave & Division St,Subscriber,Male,1988
1550284,6/30/2017 20:57,6/30/2017 21:06,499,May St & Taylor St,May St & Taylor St,Subscriber,Male,1993
1551039,6/30/2017 22:37,6/30/2017 22:39,106,Ogden Ave & Chicago Ave,Carpenter St & Huron St,Subscriber,Female,1989
1551049,6/30/2017 22:38,6/30/2017 22:48,559,Wood St & Milwaukee Ave,Western Ave & Winnebago Ave,Subscriber,Male,1983
1549642,6/30/2017 19:57,6/30/2017 20:24,1637,Michigan Ave & Washington St,State St & 19th St,Customer,,
1550416,6/30/2017 21:12,6/30/2017 21:29,1014,Fairbanks Ct & Grand Ave,Cannon Dr & Fullerton Ave,Subscriber,Male,1984
1550399,6/30/2017 21:10,6/30/2017 21:16,345,Ashland Ave & Wellington Ave,Southport Ave & Wrightwood Ave,Subscriber,Female,1993
1549696,6/30/2017 20:02,6/30/2017 20:09,454,Ellis Ave & 58th St,Prairie Ave & Garfield Blvd,Subscriber,Male,1987
1550941,6/30/2017 22:22,6/30/2017 22:45,1405,Burnham Harbor,Cottage Grove Ave & Oakwood Blvd,Customer,,
1550851,6/30/2017 22:09,6/30/2017 22:19,589,Western Ave & Leland Ave,Clark St & Berwyn Ave,Subscriber,Female,1989
1550892,6/30/2017 22:15,6/30/2017 22:33,1074,Broadway & Wilson Ave,Sheridan Rd & Buena Ave,Subscriber,Male,1979
1551169,6/30/2017 22:59,6/30/2017 23:09,601,Desplaines St & Randolph St,Daley Center Plaza,Subscriber,Male,1991
1551239,6/30/2017 23:09,6/30/2017 23:13,204,Orleans St & Ohio St,Wells St & Huron St,Subscriber,Male,1987
1550387,6/30/2017 21:08,6/30/2017 21:21,780,Cityfront Plaza Dr & Pioneer Ct,Canal St & Madison St,Subscriber,Male,1984
1549304,6/30/2017 19:28,6/30/2017 19:37,497,Sheffield Ave & Willow St,Wells St & Concord Ln,Subscriber,Female,1979
1549311,6/30/2017 19:30,6/30/2017 19:44,860,Orleans St & Merchandise Mart Plaza,Wells St & Concord Ln,Subscriber,Female,1986
1550690,6/30/2017 21:42,6/30/2017 21:49,367,Milwaukee Ave & Rockwell St,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1984
1550800,6/30/2017 22:01,6/30/2017 22:05,296,Sheffield Ave & Waveland Ave,Sheridan Rd & Buena Ave,Subscriber,Male,1972
1551466,6/30/2017 23:51,7/1/2017 0:06,954,State St & Randolph St,Canal St & Monroe St (*),Customer,,
1550037,6/30/2017 20:31,6/30/2017 20:47,932,Racine Ave & Fullerton Ave,Cannon Dr & Fullerton Ave,Subscriber,Female,1992
1548930,6/30/2017 19:02,6/30/2017 19:20,1110,Lake Shore Dr & North Blvd,Lake Shore Dr & Belmont Ave,Subscriber,Male,1987
1549005,6/30/2017 19:07,6/30/2017 19:18,667,Lake Shore Dr & North Blvd,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1978
1549127,6/30/2017 19:14,6/30/2017 19:31,986,Sheffield Ave & Waveland Ave,Sedgwick St & North Ave,Subscriber,Male,1984
1549338,6/30/2017 19:32,6/30/2017 19:41,556,Sheffield Ave & Wrightwood Ave,Halsted St & Roscoe St,Subscriber,Male,1991
1551283,6/30/2017 23:17,6/30/2017 23:28,670,Clifton Ave & Lawrence Ave,Western Ave & Leland Ave,Subscriber,Male,1969
1550520,6/30/2017 21:24,6/30/2017 21:29,298,MLK Jr Dr & 29th St,Rhodes Ave & 32nd St,Subscriber,Female,1992
1549819,6/30/2017 20:11,6/30/2017 20:21,614,Ravenswood Ave & Montrose Ave (*),Ravenswood Ave & Irving Park Rd,Subscriber,Male,1978
1550053,6/30/2017 20:33,6/30/2017 20:54,1265,Franklin St & Quincy St,Rush St & Cedar St,Subscriber,Male,1980
1548894,6/30/2017 19:00,6/30/2017 19:06,366,Wabash Ave & Cermak Rd,Indiana Ave & 26th St,Subscriber,Male,1964
1549831,6/30/2017 20:12,6/30/2017 20:16,200,Fort Dearborn Dr & 31st St,Rhodes Ave & 32nd St,Subscriber,Male,1993
1549573,6/30/2017 19:50,6/30/2017 19:57,466,Clark St & Congress Pkwy,Peoria St & Jackson Blvd,Subscriber,Male,1985
1550669,6/30/2017 21:41,6/30/2017 22:20,2322,Racine Ave & Wrightwood Ave,Southport Ave & Wellington Ave,Subscriber,Male,1994
1549784,6/30/2017 20:09,6/30/2017 20:23,880,Humboldt Blvd & Armitage Ave,Spaulding Ave & Division St,Subscriber,Male,1997
1550120,6/30/2017 20:38,6/30/2017 20:53,890,Lincoln Ave & Fullerton Ave,Broadway & Waveland Ave,Subscriber,Male,1983
1550179,6/30/2017 20:46,6/30/2017 21:03,1006,Theater on the Lake,Michigan Ave & Oak St,Subscriber,Male,1987
1549800,6/30/2017 20:10,6/30/2017 20:18,509,Bissell St & Armitage Ave,Clark St & Armitage Ave,Customer,,
1548890,6/30/2017 18:59,6/30/2017 19:03,253,Orleans St & Ohio St,Orleans St & Chestnut St (NEXT Apts),Subscriber,Male,1993
1550665,6/30/2017 21:40,6/30/2017 21:52,718,Kingsbury St & Erie St,Green St & Randolph St,Subscriber,Male,1992
1551099,6/30/2017 22:49,6/30/2017 22:58,529,Michigan Ave & Lake St,State St & Pearson St,Subscriber,Male,1989
1549875,6/30/2017 20:17,6/30/2017 20:35,1070,Clinton St & Madison St,Clark St & Schiller St,Subscriber,Female,1985
1549230,6/30/2017 19:23,6/30/2017 19:39,960,Michigan Ave & Washington St,Rush St & Cedar St,Subscriber,Male,1986
1550590,6/30/2017 21:33,6/30/2017 22:00,1631,Damen Ave & Chicago Ave,Damen Ave & Cullerton St,Subscriber,Male,1989
1550007,6/30/2017 20:29,6/30/2017 20:33,241,Orleans St & Elm St (*),Sedgwick St & North Ave,Subscriber,Male,1987
1550055,6/30/2017 20:33,6/30/2017 20:49,946,Sedgwick St & North Ave,Damen Ave & Cortland St,Subscriber,Female,1984
1550727,6/30/2017 21:50,6/30/2017 21:58,453,Loomis St & Lexington St,Ashland Ave & 13th St,Subscriber,Male,1995
1551009,6/30/2017 22:33,6/30/2017 22:42,545,Halsted St & Blackhawk St (*),Clark St & Armitage Ave,Subscriber,Female,1983
1550010,6/30/2017 20:29,6/30/2017 20:33,263,Wood St & Taylor St,Wolcott Ave & Polk St,Subscriber,Male,1993
1551251,6/30/2017 23:11,6/30/2017 23:23,734,Halsted St & Blackhawk St (*),Clinton St & Madison St,Subscriber,Male,1986
1548892,6/30/2017 18:59,6/30/2017 19:24,1455,Clark St & North Ave,Broadway & Cornelia Ave,Subscriber,Male,1975
1550398,6/30/2017 21:10,6/30/2017 21:17,461,Lake Shore Dr & Wellington Ave,Clark St & Armitage Ave,Subscriber,Male,1987
1550003,6/30/2017 20:28,6/30/2017 20:30,99,Sangamon St & Washington Blvd (*),Sangamon St & Washington Blvd (*),Subscriber,Female,1979
1550453,6/30/2017 21:16,6/30/2017 21:27,674,St. Clair St & Erie St,Millennium Park,Subscriber,Male,1972
1549757,6/30/2017 20:07,6/30/2017 20:22,939,Rush St & Superior St,Stockton Dr & Wrightwood Ave,Subscriber,Male,1973
1551139,6/30/2017 22:55,6/30/2017 23:05,594,Clark St & Berwyn Ave,Leavitt St & Lawrence Ave,Subscriber,Male,1989
1551231,6/30/2017 23:07,6/30/2017 23:17,606,Morgan St & Lake St,Michigan Ave & Madison St,Subscriber,Male,1984
1549703,6/30/2017 20:02,6/30/2017 20:12,567,Pine Grove Ave & Waveland Ave,Clarendon Ave & Junior Ter,Subscriber,Male,1956
1550652,6/30/2017 21:39,6/30/2017 21:49,594,Franklin St & Jackson Blvd,Wells St & Polk St,Subscriber,Male,1986
1550013,6/30/2017 20:29,6/30/2017 20:44,861,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
1551421,6/30/2017 23:41,7/1/2017 0:00,1138,Lake Shore Dr & Wellington Ave,Marine Dr & Ainslie St,Subscriber,Male,1981
1550265,6/30/2017 20:55,6/30/2017 20:58,150,Clark St & Lake St,Franklin St & Lake St,Subscriber,Male,1990
1548940,6/30/2017 19:02,6/30/2017 19:33,1809,Michigan Ave & Washington St,Streeter Dr & Grand Ave,Customer,,
1551061,6/30/2017 22:40,6/30/2017 22:50,603,Clark St & Armitage Ave,Dearborn St & Erie St,Subscriber,Male,1987
1551395,6/30/2017 23:37,6/30/2017 23:52,913,Lincoln Ave & Belmont Ave,Halsted St & Blackhawk St (*),Subscriber,Male,1987
1551306,6/30/2017 23:22,6/30/2017 23:30,505,Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1992
1548961,6/30/2017 19:04,6/30/2017 19:27,1350,Streeter Dr & Grand Ave,Theater on the Lake,Customer,,
1551482,6/30/2017 23:53,7/1/2017 0:02,577,Wells St & Concord Ln,Theater on the Lake,Subscriber,Male,1986
1549500,6/30/2017 19:44,6/30/2017 19:57,762,Glenwood Ave & Morse Ave,Western Ave & Lunt Ave,Subscriber,Male,1994
1550009,6/30/2017 20:29,6/30/2017 20:34,275,Wood St & Taylor St,Wolcott Ave & Polk St,Subscriber,Male,1987
1549556,6/30/2017 19:48,6/30/2017 19:52,227,Sheffield Ave & Willow St,Bissell St & Armitage Ave,Subscriber,Female,1985
1549850,6/30/2017 20:14,6/30/2017 21:13,3508,Broadway & Granville Ave,Michigan Ave & Oak St,Customer,,
1548934,6/30/2017 19:02,6/30/2017 20:56,6825,Streeter Dr & Grand Ave,Michigan Ave & Oak St,Customer,,
1550755,6/30/2017 21:54,6/30/2017 22:21,1596,Sheffield Ave & Waveland Ave,Leavitt St & Armitage Ave,Subscriber,Female,1980
1551218,6/30/2017 23:05,6/30/2017 23:23,1073,Damen Ave & Madison St,Ashland Ave & Division St,Subscriber,Female,1985
1549841,6/30/2017 20:13,6/30/2017 21:06,3177,Lake Shore Dr & Ohio St,Broadway & Cornelia Ave,Customer,,
1551440,6/30/2017 23:46,6/30/2017 23:58,725,Streeter Dr & Grand Ave,State St & Randolph St,Subscriber,Male,1989
1551453,6/30/2017 23:49,7/1/2017 0:08,1138,Clark St & Elm St,Clark St & Randolph St,Customer,,
1548949,6/30/2017 19:03,6/30/2017 19:23,1216,Shedd Aquarium,Indiana Ave & 31st St,Subscriber,Female,1994
1551269,6/30/2017 23:14,6/30/2017 23:20,348,Desplaines St & Kinzie St,LaSalle St & Illinois St,Subscriber,Male,1983
1551246,6/30/2017 23:10,7/1/2017 0:25,4467,Kingsbury St & Erie St,Morgan Ave & 14th Pl,Customer,,
1549454,6/30/2017 19:40,6/30/2017 19:45,262,Daley Center Plaza,LaSalle St & Jackson Blvd,Subscriber,Male,1988
1549812,6/30/2017 20:10,6/30/2017 20:13,169,Wolcott Ave & Polk St,Wood St & Taylor St,Subscriber,Male,1994
1548884,6/30/2017 18:59,6/30/2017 19:16,1055,Streeter Dr & Grand Ave,Wells St & Polk St,Subscriber,Female,1985
1550409,6/30/2017 21:11,6/30/2017 21:26,901,Clinton St & Washington Blvd,Ashland Ave & Division St,Subscriber,Male,1972
1550426,6/30/2017 21:13,6/30/2017 21:58,2720,Field Museum,Woodlawn Ave & Lake Park Ave,Customer,,
1549360,6/30/2017 19:34,6/30/2017 20:00,1604,Daley Center Plaza,Ashland Ave & Division St,Customer,,
1549836,6/30/2017 20:13,6/30/2017 21:06,3217,Lake Shore Dr & Ohio St,Broadway & Cornelia Ave,Customer,,
1551137,6/30/2017 22:55,6/30/2017 23:13,1122,Halsted St & 21st St,Wabash Ave & Roosevelt Rd,Customer,,
1550570,6/30/2017 21:30,6/30/2017 21:37,437,Ashland Ave & Archer Ave,Wood St & 35th St,Subscriber,Male,1961
1549012,6/30/2017 19:07,6/30/2017 20:14,3985,Lake Park Ave & 56th St,Buckingham Fountain,Customer,,
1550924,6/30/2017 22:19,6/30/2017 22:25,353,Wentworth Ave & 35th St,Halsted St & 35th St (*),Subscriber,Female,1982
1549758,6/30/2017 20:07,6/30/2017 20:22,914,Columbus Dr & Randolph St,Canal St & Adams St,Subscriber,Female,1963
1549194,6/30/2017 19:20,6/30/2017 19:24,229,Millennium Park,Michigan Ave & Jackson Blvd,Subscriber,Male,1987
1549799,6/30/2017 20:09,6/30/2017 20:19,598,Sheridan Rd & Greenleaf Ave,Oakley Ave & Touhy Ave,Subscriber,Male,1988
1551410,6/30/2017 23:40,7/1/2017 0:07,1627,Wilton Ave & Diversey Pkwy,Broadway & Argyle St,Subscriber,Male,1966
1551293,6/30/2017 23:19,6/30/2017 23:29,577,Orleans St & Merchandise Mart Plaza,Wells St & Polk St,Subscriber,Male,1986
1549604,6/30/2017 19:52,6/30/2017 19:58,352,Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1978
1550472,6/30/2017 21:19,6/30/2017 21:24,302,Wells St & Evergreen Ave,Wells St & Concord Ln,Subscriber,Male,1979
1549235,6/30/2017 19:23,6/30/2017 20:35,4347,McClurg Ct & Illinois St,Burnham Harbor,Subscriber,Male,1964
1549916,6/30/2017 20:21,6/30/2017 20:47,1599,Cottage Grove Ave & Oakwood Blvd,Burnham Harbor,Customer,,
1550132,6/30/2017 20:40,6/30/2017 21:57,4619,Racine Ave & Belmont Ave,Racine Ave & Belmont Ave,Customer,,
1548868,6/30/2017 18:58,6/30/2017 19:13,938,Burnham Harbor,MLK Jr Dr & 29th St,Subscriber,Male,1993
1551104,6/30/2017 22:49,6/30/2017 22:57,461,Dearborn St & Monroe St,Green St & Madison St,Subscriber,Female,1986
1550454,6/30/2017 21:16,6/30/2017 21:22,314,LaSalle St & Washington St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1954
1550059,6/30/2017 20:34,6/30/2017 20:58,1470,Fairbanks Ct & Grand Ave,Damen Ave & Augusta Blvd,Subscriber,Female,1992
1550081,6/30/2017 20:36,6/30/2017 20:39,210,Desplaines St & Kinzie St,Kingsbury St & Kinzie St,Subscriber,Male,1987
1551405,6/30/2017 23:39,6/30/2017 23:47,489,Rush St & Cedar St,Clark St & Elm St,Customer,,
1549256,6/30/2017 19:24,6/30/2017 19:30,362,Wabash Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,Subscriber,Male,1990
1551304,6/30/2017 23:21,6/30/2017 23:26,275,LaSalle St & Adams St,Canal St & Madison St,Customer,,
1550891,6/30/2017 22:15,6/30/2017 22:27,719,Lincoln Ave & Diversey Pkwy,Logan Blvd & Elston Ave,Subscriber,Male,1987
1549302,6/30/2017 19:28,6/30/2017 19:38,603,Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,Subscriber,Male,1993
1551270,6/30/2017 23:14,6/30/2017 23:22,451,Bissell St & Armitage Ave,Wells St & Concord Ln,Subscriber,Female,1992
1549530,6/30/2017 19:46,6/30/2017 20:04,1102,Streeter Dr & Grand Ave,Theater on the Lake,Subscriber,Female,1965
1550198,6/30/2017 20:49,6/30/2017 21:20,1868,Theater on the Lake,Clark St & Lincoln Ave,Customer,,
1550559,6/30/2017 21:29,6/30/2017 21:51,1301,Rhodes Ave & 32nd St,Rhodes Ave & 32nd St,Subscriber,Female,1993
1549497,6/30/2017 19:44,6/30/2017 20:08,1425,Lake Shore Dr & Ohio St,Theater on the Lake,Subscriber,Female,1986
1549417,6/30/2017 19:38,6/30/2017 20:29,3071,Clark St & Elm St,Clark St & Elm St,Subscriber,Male,1986
1550058,6/30/2017 20:34,6/30/2017 20:44,631,Daley Center Plaza,Federal St & Polk St,Subscriber,Male,1965
1549687,6/30/2017 20:01,6/30/2017 20:34,2003,Wabash Ave & Roosevelt Rd,Indiana Ave & 26th St,Subscriber,Male,1990
1550677,6/30/2017 21:42,6/30/2017 21:47,303,Broadway & Argyle St,Broadway & Ridge Ave,Subscriber,Male,1983
1550786,6/30/2017 21:59,6/30/2017 22:04,306,Halsted St & Diversey Pkwy,Broadway & Belmont Ave,Subscriber,Male,1993
1549171,6/30/2017 19:18,6/30/2017 19:36,1111,Halsted St & 21st St,Calumet Ave & 33rd St,Subscriber,Male,1985
1549151,6/30/2017 19:16,6/30/2017 19:19,184,Aberdeen St & Jackson Blvd,Loomis St & Jackson Blvd,Customer,,
