,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6809798,6/30/2017 19:57,6/30/2017 20:00,219,Fulton St & Adams St,Bond St & Schermerhorn St,Subscriber,Male,1985
6813119,6/30/2017 21:24,6/30/2017 21:26,163,E 84 St & 1 Ave,E 88 St & 1 Ave,Subscriber,Male,1952
6814932,6/30/2017 22:37,6/30/2017 22:48,649,Greenpoint Ave & Manhattan Ave,Metropolitan Ave & Bedford Ave,Subscriber,Male,1972
6804815,6/30/2017 18:35,6/30/2017 18:50,892,E 15 St & 3 Ave,Avenue D & E 3 St,Subscriber,Male,1972
6808515,6/30/2017 19:33,6/30/2017 19:36,223,Bank St & Washington St,Greenwich Ave & 8 Ave,Subscriber,Male,1979
6806386,6/30/2017 18:58,6/30/2017 20:02,3838,Broadway & Battery Pl,E 109 St & 3 Ave,Subscriber,Male,1995
6811547,6/30/2017 20:36,6/30/2017 20:48,741,Pier 40 - Hudson River Park,Vesey Pl & River Terrace,Customer,,
6813171,6/30/2017 21:26,6/30/2017 21:40,886,E 7 St & Avenue A,W 25 St & 6 Ave,Subscriber,Male,1980
6806320,6/30/2017 18:57,6/30/2017 19:03,325,Lafayette St & E 8 St,W 13 St & 5 Ave,Subscriber,Male,1982
6815612,6/30/2017 23:12,6/30/2017 23:30,1069,Pier 40 - Hudson River Park,Amsterdam Ave & W 66 St,Subscriber,Male,1974
6809940,6/30/2017 20:00,6/30/2017 20:01,92,Maiden Ln & Pearl St,William St & Pine St,Subscriber,Male,1987
6814284,6/30/2017 22:09,6/30/2017 22:11,123,Roebling St & N 4 St,N 8 St & Driggs Ave,Subscriber,Male,1986
6810497,6/30/2017 20:12,6/30/2017 20:22,622,11 Ave & W 27 St,W 15 St & 7 Ave,Subscriber,Male,1989
6815955,6/30/2017 23:37,6/30/2017 23:43,359,LaGuardia Pl & W 3 St,Mott St & Prince St,Subscriber,Male,1986
6810538,6/30/2017 20:13,6/30/2017 20:18,298,W 37 St & 10 Ave,11 Ave & W 27 St,Subscriber,Male,1990
6810548,6/30/2017 20:13,6/30/2017 20:27,842,9 Ave & W 18 St,6 Ave & W 33 St,Subscriber,Female,1991
6807770,6/30/2017 19:20,6/30/2017 19:24,233,Amsterdam Ave & W 79 St,W 87 St  & Amsterdam Ave,Subscriber,Female,1965
6807816,6/30/2017 19:21,6/30/2017 19:48,1664,Central Park S & 6 Ave,W 106 St & Central Park West,Customer,,
6810849,6/30/2017 20:19,6/30/2017 20:22,189,Kane St & Clinton St,Bergen St & Smith St,Subscriber,Male,1980
6809412,6/30/2017 19:49,6/30/2017 20:03,841,Mott St & Prince St,E 33 St & 2 Ave,Subscriber,Female,1991
6811145,6/30/2017 20:26,6/30/2017 20:41,864,Jay St & Tech Pl,Allen St & Hester St,Subscriber,Male,1994
6809939,6/30/2017 20:00,6/30/2017 20:14,864,Dean St & 4 Ave,7 St & 5 Ave,Subscriber,Female,1984
6807795,6/30/2017 19:20,6/30/2017 19:32,679,8 Ave & W 33 St,E 15 St & 3 Ave,Subscriber,,1984
6809991,6/30/2017 20:01,6/30/2017 20:10,555,E 12 St & 3 Ave,E 16 St & 5 Ave,Subscriber,Male,1977
6811178,6/30/2017 20:27,6/30/2017 20:34,459,E 17 St & Broadway,Perry St & Bleecker St,Subscriber,Male,1984
6812453,6/30/2017 21:02,6/30/2017 21:13,659,W 59 St & 10 Ave,E 53 St & Madison Ave,Subscriber,Male,1987
6805542,6/30/2017 18:45,6/30/2017 18:53,444,E 16 St & 5 Ave,Sullivan St & Washington Sq,Subscriber,Male,1985
6813931,6/30/2017 21:55,6/30/2017 22:06,665,Christopher St & Greenwich St,South End Ave & Liberty St,Subscriber,Male,1993
6810216,6/30/2017 20:06,6/30/2017 20:33,1642,Mott St & Prince St,3 Ave & E 72 St,Subscriber,Male,1993
6808876,6/30/2017 19:39,6/30/2017 19:45,360,Schermerhorn St & Court St,Carroll St & Columbia St,Subscriber,Male,1967
6813973,6/30/2017 21:56,6/30/2017 22:21,1506,14 St & 5 Ave,Willoughby Ave & Walworth St,Subscriber,Male,1979
6809600,6/30/2017 19:53,6/30/2017 20:03,610,Meserole Ave & Manhattan Ave,India St & Manhattan Ave,Customer,,
6810356,6/30/2017 20:09,6/30/2017 20:13,248,Clinton St & Tillary St,State St & Smith St,Subscriber,Female,1970
6810155,6/30/2017 20:05,6/30/2017 20:10,294,Lafayette St & E 8 St,Greenwich Ave & Charles St,Subscriber,Female,1978
6812852,6/30/2017 21:15,6/30/2017 21:19,223,Bond St & Schermerhorn St,Pacific St & Nevins St,Subscriber,Female,1989
6813972,6/30/2017 21:56,6/30/2017 22:09,774,St Marks Pl & 1 Ave,W 20 St & 8 Ave,Subscriber,Male,1980
6807058,6/30/2017 19:09,6/30/2017 19:21,747,W 31 St & 7 Ave,W 43 St & 6 Ave,Subscriber,,
6816092,6/30/2017 23:47,7/1/2017 0:26,2284,Montrose Ave & Bushwick Ave,Greenpoint Ave & Manhattan Ave,Subscriber,Female,1991
6809777,6/30/2017 19:56,6/30/2017 19:58,89,4 Ave & 9 St,7 St & 3 Ave,Subscriber,Male,1983
6810619,6/30/2017 20:15,6/30/2017 20:32,1028,Centre St & Chambers St,Lafayette St & E 8 St,Customer,,
6815968,6/30/2017 23:38,6/30/2017 23:49,674,Hanson Pl & Ashland Pl,Front St & Gold St,Subscriber,Female,1968
6810651,6/30/2017 20:15,6/30/2017 20:20,273,Halsey St & Tompkins Ave,Kosciuszko St & Tompkins Ave,Subscriber,Female,1989
6809763,6/30/2017 19:56,6/30/2017 20:13,1005,E 9 St & Avenue C,E 24 St & Park Ave S,Subscriber,Female,1961
6812873,6/30/2017 21:16,6/30/2017 21:23,415,W 24 St & 7 Ave,W 16 St & The High Line,Subscriber,Male,1975
6811767,6/30/2017 20:42,6/30/2017 20:48,382,W 13 St & 6 Ave,Bank St & Hudson St,Customer,,
6815550,6/30/2017 23:09,6/30/2017 23:14,332,Broadway & W 56 St,W 59 St & 10 Ave,Subscriber,,
6813834,6/30/2017 21:50,6/30/2017 22:00,587,W 34 St & 11 Ave,6 Ave & W 33 St,Subscriber,Female,1994
6807119,6/30/2017 19:09,6/30/2017 19:14,251,Great Jones St,E 11 St & 2 Ave,Subscriber,Male,1988
6812512,6/30/2017 21:04,6/30/2017 21:21,1044,Schermerhorn St & Court St,Grand Army Plaza & Plaza St West,Subscriber,Male,1963
6815223,6/30/2017 22:51,6/30/2017 23:22,1836,West St & Chambers St,Dean St & Hoyt St,Subscriber,,1980
6815376,6/30/2017 23:00,6/30/2017 23:13,786,Broadway & E 22 St,Broadway & E 22 St,Subscriber,Male,1995
6809043,6/30/2017 19:42,6/30/2017 19:53,631,4 Ave & 9 St,Prospect Pl & 6 Ave,Subscriber,Female,1983
6814669,6/30/2017 22:25,6/30/2017 22:27,89,W 42 St & 8 Ave,W 42 St & 8 Ave,Subscriber,Female,1950
6812524,6/30/2017 21:04,6/30/2017 21:12,484,E 68 St & Madison Ave,Amsterdam Ave & W 66 St,Subscriber,Male,1977
6811618,6/30/2017 20:38,6/30/2017 20:40,102,Clinton Ave & Myrtle Ave,Willoughby Ave & Hall St,Subscriber,Male,1977
6812113,6/30/2017 20:51,6/30/2017 20:58,429,Lispenard St & Broadway,St James Pl & Oliver St,Customer,Male,1975
6815460,6/30/2017 23:04,6/30/2017 23:29,1504,9 Ave & W 18 St,Forsyth St & Canal St,Subscriber,Male,1965
6810881,6/30/2017 20:20,6/30/2017 20:27,440,E 20 St & 2 Ave,E 9 St & Avenue C,Subscriber,Male,1993
6814080,6/30/2017 22:01,6/30/2017 22:06,278,1 Ave & E 16 St,E 7 St & Avenue A,Subscriber,Male,1987
6808249,6/30/2017 19:29,6/30/2017 19:41,764,Murray St & West St,West Thames St,Subscriber,Male,1963
6806644,6/30/2017 19:02,6/30/2017 19:30,1671,Maiden Ln & Pearl St,Greenwich Ave & 8 Ave,Subscriber,Male,1968
6807675,6/30/2017 19:18,6/30/2017 19:33,923,Mott St & Prince St,E 19 St & 3 Ave,Customer,,
6814058,6/30/2017 22:00,6/30/2017 22:07,378,Metropolitan Ave & Bedford Ave,S 4 St & Rodney St,Subscriber,Female,1980
6809431,6/30/2017 19:50,6/30/2017 20:08,1094,12 Ave & W 40 St,Pier 40 - Hudson River Park,Subscriber,Male,1989
6814639,6/30/2017 22:24,6/30/2017 22:27,187,Albany Ave & Fulton St,Verona Pl & Fulton St,Subscriber,Male,1987
6810400,6/30/2017 20:10,6/30/2017 20:15,308,E 10 St & 5 Ave,Christopher St & Greenwich St,Subscriber,Female,1986
6809395,6/30/2017 19:49,6/30/2017 20:46,3418,Central Park West & W 85 St,Central Park West & W 100 St,Customer,,
6815123,6/30/2017 22:46,6/30/2017 22:53,396,E 12 St & 3 Ave,E 7 St & Avenue A,Subscriber,Female,1981
6811603,6/30/2017 20:38,6/30/2017 20:39,109,E 14 St & Avenue B,1 Ave & E 16 St,Subscriber,Male,1992
6806653,6/30/2017 19:02,6/30/2017 19:44,2499,W 31 St & 7 Ave,West End Ave & W 94 St,Subscriber,Male,1991
6813116,6/30/2017 21:24,6/30/2017 21:28,239,Columbus Ave & W 72 St,W 67 St & Broadway,Subscriber,Male,1949
6810786,6/30/2017 20:18,6/30/2017 20:25,421,Suffolk St & Stanton St,E 10 St & Avenue A,Subscriber,Male,1997
6810175,6/30/2017 20:05,6/30/2017 20:15,612,Broadway & Roebling St,Roebling St & N 4 St,Subscriber,Female,1988
6806283,6/30/2017 18:57,6/30/2017 19:04,475,University Pl & E 14 St,MacDougal St & Prince St,Subscriber,Male,1984
6807016,6/30/2017 19:08,6/30/2017 19:11,166,Washington Ave & Park Ave,Clinton Ave & Myrtle Ave,Subscriber,Male,1959
6808762,6/30/2017 19:37,6/30/2017 19:44,392,9 St & 44 Rd,48 Ave & 5 St,Subscriber,Female,1993
6806883,6/30/2017 19:06,6/30/2017 19:23,1027,West St & Chambers St,Bus Slip & State St,Customer,,
6806723,6/30/2017 19:03,6/30/2017 19:14,615,W 20 St & 7 Ave,Broadway & W 36 St,Subscriber,Male,1991
6806133,6/30/2017 18:54,6/30/2017 19:11,976,Pershing Square North,W 4 St & 7 Ave S,Subscriber,Male,1953
6809533,6/30/2017 19:51,6/30/2017 20:11,1152,W 34 St & 11 Ave,West St & Chambers St,Customer,,
6808677,6/30/2017 19:36,6/30/2017 19:59,1393,E 45 St & 3 Ave,W Broadway & Spring St,Subscriber,Male,1975
6809677,6/30/2017 19:54,6/30/2017 20:21,1581,Howard St & Centre St,Boerum St & Broadway,Customer,,
6808365,6/30/2017 19:30,6/30/2017 19:47,1038,Douglass St & 3 Ave,Lefferts Pl & Franklin Ave,Subscriber,Male,1983
6806119,6/30/2017 18:54,6/30/2017 19:08,800,Barrow St & Hudson St,E 23 St & 1 Ave,Subscriber,Male,1971
6811693,6/30/2017 20:40,6/30/2017 20:45,303,Lafayette St & E 8 St,E 10 St & Avenue A,Subscriber,Male,1981
6814938,6/30/2017 22:37,6/30/2017 22:46,537,Lafayette St & E 8 St,Allen St & Rivington St,Subscriber,Male,1970
6807903,6/30/2017 19:22,6/30/2017 19:35,750,Clinton Ave & Flushing Ave,Fulton St & Adams St,Subscriber,Male,1967
6808622,6/30/2017 19:35,6/30/2017 19:40,274,Cleveland Pl & Spring St,Allen St & Rivington St,Subscriber,Male,1979
6807547,6/30/2017 19:16,6/30/2017 19:22,338,W 22 St & 8 Ave,9 Ave & W 18 St,Subscriber,Female,1991
6810221,6/30/2017 20:06,6/30/2017 20:20,860,Atlantic Ave & Fort Greene Pl,Cumberland St & Lafayette Ave,Subscriber,Male,1983
6807784,6/30/2017 19:20,6/30/2017 19:27,411,E 11 St & 2 Ave,MacDougal St & Washington Sq,Subscriber,Male,1992
6812418,6/30/2017 21:01,6/30/2017 21:30,1764,Stagg St & Union Ave,Baltic St & 5 Ave,Subscriber,Female,1984
6807681,6/30/2017 19:18,6/30/2017 19:59,2428,W 21 St & 6 Ave,Dean St & Hoyt St,Subscriber,Male,1966
6813027,6/30/2017 21:20,6/30/2017 21:28,481,Bergen St & Flatbush Ave,Degraw St & Smith St,Subscriber,Female,1986
6811478,6/30/2017 20:34,6/30/2017 20:44,583,2 Ave & 9 St,6 Ave & 12 St,Subscriber,Female,1984
6815294,6/30/2017 22:55,6/30/2017 23:11,909,Willoughby Ave & Walworth St,Graham Ave & Conselyea St,Subscriber,Male,1985
6806101,6/30/2017 18:54,6/30/2017 19:18,1463,Old Fulton St,Kent Ave & N 7 St,Subscriber,Female,1969
6813441,6/30/2017 21:36,6/30/2017 21:44,463,E 11 St & 2 Ave,E 5 St & Avenue C,Customer,,
6808321,6/30/2017 19:29,6/30/2017 19:33,190,9 Ave & W 22 St,W 17 St & 8 Ave,Subscriber,Male,1987
6807978,6/30/2017 19:23,6/30/2017 19:37,805,Broadway & W 29 St,Cooper Square & E 7 St,Subscriber,Male,1967
6815965,6/30/2017 23:38,6/30/2017 23:43,305,E 12 St & 3 Ave,E 11 St & 1 Ave,Subscriber,Female,1993
6806378,6/30/2017 18:58,6/30/2017 19:09,661,Bayard St & Baxter St,Little West St & 1 Pl,Subscriber,Male,1985
6813650,6/30/2017 21:44,6/30/2017 21:55,653,Pershing Square South,9 Ave & W 28 St,Subscriber,Male,1979
6805690,6/30/2017 18:48,6/30/2017 18:56,502,8 Ave & W 16 St,W 38 St & 8 Ave,Subscriber,Male,1974
6811507,6/30/2017 20:35,6/30/2017 21:04,1746,South St & Whitehall St,Peck Slip & Front St,Customer,,
6815105,6/30/2017 22:45,6/30/2017 23:02,1039,FDR Drive & E 35 St,1 Ave & E 62 St,Subscriber,Male,1979
6805882,6/30/2017 18:51,6/30/2017 18:57,371,Broadway & W 58 St,Amsterdam Ave & W 66 St,Subscriber,,
6814967,6/30/2017 22:38,6/30/2017 23:04,1545,W 37 St & 10 Ave,2 Ave & E 31 St,Subscriber,Female,1994
6813677,6/30/2017 21:45,6/30/2017 22:13,1702,8 Ave & W 33 St,E 58 St & 3 Ave,Customer,,
6813612,6/30/2017 21:42,6/30/2017 21:56,817,Leonard St & Church St,Sullivan St & Washington Sq,Customer,,
6808779,6/30/2017 19:38,6/30/2017 20:07,1749,Stagg St & Union Ave,Pike St & E Broadway,Customer,,
6812158,6/30/2017 20:52,6/30/2017 21:02,571,W Broadway & Spring St,Great Jones St,Subscriber,Female,1980
6808778,6/30/2017 19:38,6/30/2017 19:45,436,E 4 St & 2 Ave,Sullivan St & Washington Sq,Subscriber,Female,1954
6815210,6/30/2017 22:51,6/30/2017 23:02,692,9 Ave & W 18 St,9 Ave & W 18 St,Subscriber,Male,1979
6809638,6/30/2017 19:53,6/30/2017 20:22,1722,Central Park West & W 68 St,Grand Army Plaza & Central Park S,Customer,,
6812271,6/30/2017 20:56,6/30/2017 21:05,537,Suffolk St & Stanton St,Division St & Bowery,Subscriber,Female,1989
6807839,6/30/2017 19:21,6/30/2017 19:46,1529,Pearl St & Hanover Square,Stagg St & Union Ave,Subscriber,Male,1989
6812072,6/30/2017 20:50,6/30/2017 21:00,580,W 13 St & Hudson St,E 16 St & 5 Ave,Subscriber,Male,1966
6812933,6/30/2017 21:17,6/30/2017 21:25,448,Riverside Dr & W 78 St,W 84 St & Columbus Ave,Subscriber,Male,1989
6810604,6/30/2017 20:14,6/30/2017 20:31,1021,E 48 St & 3 Ave,5 Ave & E 73 St,Subscriber,Male,1984
6807743,6/30/2017 19:19,6/30/2017 19:23,200,E 11 St & 1 Ave,E 20 St & 2 Ave,Subscriber,Male,1985
6811464,6/30/2017 20:33,6/30/2017 20:47,809,Forsyth St & Canal St,E 5 St & Avenue C,Subscriber,Male,1975
6816127,6/30/2017 23:50,7/1/2017 0:06,937,W 13 St & 7 Ave,W 42 St & 8 Ave,Subscriber,Male,1980
6807452,6/30/2017 19:15,6/30/2017 19:20,303,E 91 St & 2 Ave,E 78 St & 2 Ave,Subscriber,,
6806200,6/30/2017 18:55,6/30/2017 19:02,410,Metropolitan Ave & Bedford Ave,Stagg St & Union Ave,Subscriber,Male,1987
6810452,6/30/2017 20:11,6/30/2017 20:24,771,5 Ave & E 73 St,5 Ave & E 88 St,Customer,Female,1991
6809178,6/30/2017 19:45,6/30/2017 19:51,368,Broadway & W 32 St,E 31 St & 3 Ave,Subscriber,Male,1971
6814404,6/30/2017 22:14,6/30/2017 22:35,1287,Old Fulton St,Duffield St & Willoughby St,Customer,,
6814912,6/30/2017 22:36,6/30/2017 22:48,722,W 41 St & 8 Ave,W 22 St & 10 Ave,Subscriber,Female,1991
6806044,6/30/2017 18:53,6/30/2017 19:09,992,W 26 St & 8 Ave,W 54 St & 9 Ave,Subscriber,Male,1977
6810024,6/30/2017 20:02,6/30/2017 21:45,6206,University Pl & E 14 St,Norfolk St & Broome St,Customer,,
6808686,6/30/2017 19:36,6/30/2017 19:40,205,E 27 St & 1 Ave,Lexington Ave & E 29 St,Subscriber,Male,1989
6815141,6/30/2017 22:47,6/30/2017 23:13,1573,W 37 St & 10 Ave,W 63 St & Broadway,Subscriber,Male,1995
6806367,6/30/2017 18:58,6/30/2017 19:05,456,Henry St & Grand St,Allen St & Rivington St,Subscriber,Male,1982
6809071,6/30/2017 19:43,6/30/2017 19:53,623,Central Park West & W 72 St,Central Park W & W 96 St,Subscriber,Female,1996
6809827,6/30/2017 19:57,6/30/2017 20:06,497,E 15 St & 3 Ave,W 15 St & 7 Ave,Subscriber,Male,1961
6807332,6/30/2017 19:13,6/30/2017 19:24,660,Fulton St & Broadway,E 7 St & Avenue A,Subscriber,Male,1979
6806293,6/30/2017 18:57,6/30/2017 19:10,775,Dwight St & Van Dyke St,Henry St & Atlantic Ave,Subscriber,Female,1986
6815848,6/30/2017 23:27,6/30/2017 23:32,259,Hope St & Union Ave,Frost St & Meeker St,Customer,,
6811580,6/30/2017 20:37,6/30/2017 20:47,634,E 41 St & Madison Ave,8 Ave & W 52 St,Subscriber,Male,1993
6814354,6/30/2017 22:12,6/30/2017 22:19,468,Devoe St & Lorimer St,Driggs Ave & N Henry St,Subscriber,Male,1951
6804739,6/30/2017 18:34,6/30/2017 19:04,1789,Pershing Square North,E 85 St & 3 Ave,Subscriber,Female,1978
6815746,6/30/2017 23:22,6/30/2017 23:46,1469,E 24 St & Park Ave S,South End Ave & Liberty St,Subscriber,Male,1991
6813700,6/30/2017 21:46,6/30/2017 21:53,458,Broadway & E 22 St,Greenwich Ave & 8 Ave,Subscriber,Male,1993
6812243,6/30/2017 20:55,6/30/2017 21:05,574,Union Ave & Wallabout St,N 8 St & Driggs Ave,Subscriber,Male,1981
6809997,6/30/2017 20:01,6/30/2017 20:10,555,West St & Chambers St,Christopher St & Greenwich St,Subscriber,Male,1968
6812798,6/30/2017 21:13,6/30/2017 21:25,724,E 47 St & 2 Ave,E 58 St & 1 Ave,Subscriber,Male,1986
6814193,6/30/2017 22:05,6/30/2017 22:29,1439,E 10 St & Avenue A,E 5 St & Avenue C,Subscriber,Male,1986
6810560,6/30/2017 20:13,6/30/2017 20:25,678,11 Ave & W 27 St,W 52 St & 9 Ave,Subscriber,Male,1969
6811052,6/30/2017 20:24,6/30/2017 20:43,1124,West Drive & Prospect Park West,Pioneer St & Richards St,Subscriber,Male,1985
6815475,6/30/2017 23:05,6/30/2017 23:13,481,Lafayette St & E 8 St,E 25 St & 2 Ave,Subscriber,Male,1993
6806675,6/30/2017 19:03,6/30/2017 19:05,170,W 42 St & Dyer Ave,11 Ave & W 41 St,Subscriber,Male,1936
6809781,6/30/2017 19:56,6/30/2017 20:03,402,W 43 St & 10 Ave,11 Ave & W 27 St,Subscriber,Male,1984
6815690,6/30/2017 23:17,6/30/2017 23:39,1324,Center Blvd & Borden Ave,Stagg St & Union Ave,Subscriber,Female,1987
6814024,6/30/2017 21:59,6/30/2017 22:06,463,E 27 St & 1 Ave,E 17 St & Broadway,Subscriber,Male,1968
6808225,6/30/2017 19:28,6/30/2017 19:35,392,West Drive & Prospect Park West,Plaza St West & Flatbush Ave,Subscriber,Male,1976
6811170,6/30/2017 20:27,6/30/2017 20:37,621,Pier 40 - Hudson River Park,Greenwich Ave & 8 Ave,Customer,,
6815988,6/30/2017 23:40,6/30/2017 23:59,1161,Bergen St & Smith St,Fulton St & Washington Ave,Subscriber,Female,1993
6805084,6/30/2017 18:39,6/30/2017 18:42,208,Clinton St & Grand St,Henry St & Grand St,Subscriber,Male,1965
6805792,6/30/2017 18:49,6/30/2017 18:55,363,W 38 St & 8 Ave,6 Ave & W 33 St,Subscriber,Male,1983
6810148,6/30/2017 20:05,6/30/2017 20:08,181,President St & Henry St,Carroll St & Smith St,Subscriber,Male,1962
6808230,6/30/2017 19:28,6/30/2017 19:35,392,Pershing Square North,Broadway & W 29 St,Subscriber,Male,1975
6816010,6/30/2017 23:42,6/30/2017 23:59,1022,Riverside Dr & W 78 St,Columbus Ave & W 72 St,Subscriber,Male,1963
6806124,6/30/2017 18:54,6/30/2017 19:04,593,N 8 St & Driggs Ave,Graham Ave & Grand St,Subscriber,Male,1986
6806934,6/30/2017 19:06,6/30/2017 19:23,1000,Perry St & Bleecker St,W 46 St & 11 Ave,Subscriber,Male,1978
6810486,6/30/2017 20:12,6/30/2017 20:18,389,E 91 St & Park Ave,E 80 St & 2 Ave,Subscriber,Male,1961
6810903,6/30/2017 20:21,6/30/2017 20:37,959,S 4 St & Wythe Ave,E 7 St & Avenue A,Subscriber,Male,1987
6808729,6/30/2017 19:37,6/30/2017 20:00,1376,W 45 St & 8 Ave,W 46 St & 11 Ave,Subscriber,Male,1955
6815962,6/30/2017 23:37,6/30/2017 23:44,382,E 20 St & FDR Drive,E 13 St & Avenue A,Subscriber,Male,1988
6808047,6/30/2017 19:25,6/30/2017 19:26,96,Lexington Ave & E 29 St,Lexington Ave & E 24 St,Subscriber,Male,1990
6815857,6/30/2017 23:28,6/30/2017 23:33,270,Milton St & Franklin St,Kent Ave & N 7 St,Customer,,
6810946,6/30/2017 20:21,6/30/2017 21:09,2842,Allen St & Hester St,Clinton St & Grand St,Subscriber,Female,1958
6809666,6/30/2017 19:54,6/30/2017 20:28,2045,Broadway & W 56 St,E 15 St & 3 Ave,Subscriber,Male,1979
6815679,6/30/2017 23:17,6/30/2017 23:34,1043,Berkeley Pl & 7 Ave,5 St & 6 Ave,Subscriber,Female,1985
6808164,6/30/2017 19:27,6/30/2017 20:25,3502,5 Ave & E 78 St,E 85 St & 3 Ave,Customer,,
6804965,6/30/2017 18:37,6/30/2017 18:52,877,W 20 St & 11 Ave,Greenwich Ave & Charles St,Subscriber,Female,1991
6815651,6/30/2017 23:15,6/30/2017 23:18,163,Lefferts Pl & Franklin Ave,Fulton St & Grand Ave,Subscriber,Male,1979
6814414,6/30/2017 22:14,6/30/2017 22:19,279,LaGuardia Pl & W 3 St,Greenwich Ave & Charles St,Subscriber,Male,1988
6815641,6/30/2017 23:15,6/30/2017 23:27,777,Harrison St & Hudson St,Bank St & Washington St,Subscriber,Female,1987
6811571,6/30/2017 20:37,6/30/2017 20:49,751,West St & Chambers St,South St & Gouverneur Ln,Subscriber,Male,1994
6806756,6/30/2017 19:04,6/30/2017 19:11,411,W 33 St & 7 Ave,W 15 St & 7 Ave,Subscriber,Male,1979
6805085,6/30/2017 18:39,6/30/2017 18:42,215,Clark St & Henry St,Fulton St & Adams St,Subscriber,Male,1964
6810551,6/30/2017 20:13,6/30/2017 20:16,167,Washington St & Gansevoort St,Bank St & Hudson St,Subscriber,Female,1994
6812719,6/30/2017 21:11,6/30/2017 21:36,1498,Washington Ave & Park Ave,Richardson St & N Henry St,Subscriber,Male,1984
6808506,6/30/2017 19:33,6/30/2017 20:13,2435,Kent Ave & S 11 St,Dwight St & Van Dyke St,Subscriber,Female,1983
6813330,6/30/2017 21:31,6/30/2017 21:41,574,Cherry St,Stanton St & Mangin St,Subscriber,Male,1997
6815566,6/30/2017 23:10,7/1/2017 0:10,3590,12 Ave & W 40 St,West St & Chambers St,Customer,,
6809267,6/30/2017 19:47,6/30/2017 19:48,75,Washington Pl & 6 Ave,MacDougal St & Washington Sq,Subscriber,Male,1984
6810391,6/30/2017 20:10,6/30/2017 20:23,821,Front St & Washington St,E 3 St & 1 Ave,Subscriber,Male,1994
6814601,6/30/2017 22:23,6/30/2017 22:37,846,11 Ave & W 27 St,W 43 St & 10 Ave,Subscriber,Female,1988
6813333,6/30/2017 21:31,6/30/2017 21:45,807,Cooper Square & E 7 St,W 11 St & 6 Ave,Subscriber,Female,1993
6811681,6/30/2017 20:39,6/30/2017 20:48,528,Metropolitan Ave & Bedford Ave,Bushwick Ave & Powers St,Subscriber,Female,1985
6812526,6/30/2017 21:04,6/30/2017 21:10,352,W 43 St & 10 Ave,W 37 St & 10 Ave,Subscriber,Male,1982
6807268,6/30/2017 19:11,6/30/2017 19:18,381,Carmine St & 6 Ave,Stanton St & Chrystie St,Subscriber,Female,1992
6808186,6/30/2017 19:27,6/30/2017 19:42,886,Harrison St & Hudson St,12 Ave & W 40 St,Subscriber,Male,1985
6812895,6/30/2017 21:16,6/30/2017 21:41,1464,Greenwich St & W Houston St,W 33 St & 7 Ave,Subscriber,Female,1958
6805397,6/30/2017 18:43,6/30/2017 19:13,1777,Cooper Square & E 7 St,1 Ave & E 62 St,Subscriber,Female,1982
6809536,6/30/2017 19:51,6/30/2017 22:40,10088,Allen St & Stanton St,Division St & Bowery,Customer,Male,1983
6812850,6/30/2017 21:15,6/30/2017 21:18,177,9 Ave & W 28 St,W 24 St & 7 Ave,Subscriber,Male,1974
6810025,6/30/2017 20:02,6/30/2017 20:06,237,Cleveland Pl & Spring St,Forsyth St & Broome St,Subscriber,Female,1982
6805984,6/30/2017 18:52,6/30/2017 19:08,977,E 58 St & 3 Ave,W 44 St & 5 Ave,Subscriber,Male,1989
6810434,6/30/2017 20:10,6/30/2017 20:17,382,Baltic St & 5 Ave,Carroll St & Bond St,Subscriber,Female,1984
6813448,6/30/2017 21:36,6/30/2017 21:42,327,Columbus Ave & W 95 St,W 90 St & Amsterdam Ave,Subscriber,Male,1982
6810112,6/30/2017 20:04,6/30/2017 20:47,2588,Roebling St & N 4 St,Grand St & Havemeyer St,Customer,,
6810008,6/30/2017 20:02,6/30/2017 20:14,756,W 100 St & Broadway,Amsterdam Ave & W 73 St,Subscriber,Male,1991
6812508,6/30/2017 21:03,6/30/2017 21:15,707,Washington Park,7 Ave & Park Pl,Subscriber,Male,1984
6813788,6/30/2017 21:48,6/30/2017 21:58,576,Peck Slip & Front St,Bayard St & Baxter St,Customer,,
6805888,6/30/2017 18:51,6/30/2017 19:05,843,South End Ave & Liberty St,South St & Gouverneur Ln,Customer,,
6806604,6/30/2017 19:01,6/30/2017 19:13,666,Mott St & Prince St,Washington St & Gansevoort St,Subscriber,Female,1994
6808423,6/30/2017 19:31,6/30/2017 19:35,197,Hicks St & Montague St,Cadman Plaza West & Montague St,Subscriber,Male,1951
6805359,6/30/2017 18:42,6/30/2017 18:48,340,5 Ave & E 29 St,W 45 St & 6 Ave,Subscriber,Male,1986
6813884,6/30/2017 21:52,6/30/2017 22:05,755,Broadway & W 60 St,W 42 St & Dyer Ave,Subscriber,Female,1964
6815354,6/30/2017 22:58,6/30/2017 23:12,818,Huron St & Franklin St,N 6 St & Bedford Ave,Customer,,
6814598,6/30/2017 22:23,6/30/2017 22:42,1181,Lexington Ave & E 63 St,W 106 St & Central Park West,Subscriber,Female,1982
6810700,6/30/2017 20:16,6/30/2017 20:18,128,Perry St & Bleecker St,Carmine St & 6 Ave,Subscriber,Male,1994
6807278,6/30/2017 19:12,6/30/2017 19:32,1240,Fulton St & Broadway,12 Ave & W 40 St,Customer,Male,1993
